strength,agility,expertise,resistance,life,height,characterType,performance
10,30,11,2,7,1.5,CharacterType.ARCHER,51.02885122709918
7,12,21,14,6,1.6,CharacterType.ARCHER,50.94817099796674
5,4,28,2,21,1.5,CharacterType.ARCHER,48.42568019958075
7,16,18,5,14,1.3,CharacterType.ARCHER,44.142841335825295
7,9,17,16,11,1.8,CharacterType.ARCHER,42.98850663644162
15,9,7,22,7,1.8,CharacterType.ARCHER,41.592147769364814
5,4,23,2,26,1.7,CharacterType.ARCHER,40.774983054171024
27,12,3,7,11,1.3,CharacterType.ARCHER,38.76614860481157
5,6,21,7,21,1.9,CharacterType.ARCHER,38.45943604919583
16,8,6,18,12,1.4,CharacterType.ARCHER,37.89347224259752
12,34,4,2,8,1.8,CharacterType.ARCHER,36.998880760523484
20,25,2,3,10,1.3,CharacterType.ARCHER,35.21627102838407
18,15,3,17,7,1.5,CharacterType.ARCHER,31.55085473792764
9,21,6,2,22,1.9,CharacterType.ARCHER,29.03191069069804
5,2,16,15,22,1.4,CharacterType.ARCHER,28.46426020283267
3,8,25,3,21,1.4,CharacterType.ARCHER,28.120214424428664
28,7,2,3,20,1.5,CharacterType.ARCHER,28.003934464777057
7,15,9,6,23,1.9,CharacterType.ARCHER,27.88919396688681
12,26,3,15,4,1.6,CharacterType.ARCHER,27.40301004413725
13,2,6,18,21,1.4,CharacterType.ARCHER,27.37927807510562
3,15,26,12,4,1.6,CharacterType.ARCHER,27.15487817901687
12,29,2,10,7,1.9,CharacterType.ARCHER,26.919759534277297
19,11,2,20,8,1.6,CharacterType.ARCHER,22.939197159839487
15,10,3,4,28,1.7,CharacterType.ARCHER,22.63973932948366
4,9,15,27,5,1.9,CharacterType.ARCHER,22.392475339670618
22,6,2,15,15,2.0,CharacterType.ARCHER,21.435584797631883
2,7,28,7,16,1.3,CharacterType.ARCHER,20.92522092470284
8,24,4,21,3,1.5,CharacterType.ARCHER,20.42111902899921
18,9,2,29,2,1.8,CharacterType.ARCHER,20.3628252922079
17,4,3,29,7,1.7,CharacterType.ARCHER,19.898067432611708
6,19,7,22,6,1.3,CharacterType.ARCHER,18.278509658458752
13,7,3,14,23,1.3,CharacterType.ARCHER,16.840885419013723
5,45,3,3,4,1.8,CharacterType.ARCHER,16.410418587969374
3,34,10,7,6,1.5,CharacterType.ARCHER,15.257509944525257
17,4,2,20,17,1.5,CharacterType.ARCHER,14.960992934163167
10,1,4,14,31,1.5,CharacterType.ARCHER,14.517899883096876
12,1,3,15,29,1.3,CharacterType.ARCHER,12.50459238680717
9,6,3,27,15,1.8,CharacterType.ARCHER,12.330858879088987
3,4,11,34,8,1.5,CharacterType.ARCHER,12.011033782057018
2,14,12,7,25,1.5,CharacterType.ARCHER,11.190154108128581
2,12,13,30,3,1.4,CharacterType.ARCHER,9.895530677849571
1,7,28,21,3,1.8,CharacterType.ARCHER,9.80618255662185
7,5,3,15,30,1.7,CharacterType.ARCHER,9.565761659520117
5,7,4,35,9,1.4,CharacterType.ARCHER,8.812793336637021
8,14,1,6,31,1.6,CharacterType.ARCHER,8.769780612902688
5,4,4,11,36,1.7,CharacterType.ARCHER,8.748678790059616
4,10,4,1,41,1.8,CharacterType.ARCHER,8.309474850775157
4,31,1,13,11,1.3,CharacterType.ARCHER,7.330435816342761
2,5,8,31,14,1.9,CharacterType.ARCHER,6.769449800922878
2,3,7,12,36,1.9,CharacterType.ARCHER,6.501547630122536
2,20,5,5,28,1.9,CharacterType.ARCHER,6.310685806155131
4,4,2,31,19,1.6,CharacterType.ARCHER,4.277221597292524
2,6,3,37,12,1.4,CharacterType.ARCHER,3.2422968013504754
1,36,5,17,1,1.3,CharacterType.ARCHER,3.207132538887709
1,1,6,38,14,1.9,CharacterType.ARCHER,2.8658947062198075
4,1,1,4,50,1.5,CharacterType.ARCHER,1.9862876443970205
